scenario_id,ev_desc,statcom_bus,statcom_qcap_kvar,enforce_v_limits,status_before,status_after,min_voltage_before_pu,min_voltage_after_pu,n_phase_viol_before,n_phase_viol_after,n_bus_viol_before,n_bus_viol_after,max_vuf_before,max_vuf_after,n_vuf_viol_before,n_vuf_viol_after,statcom_qg_total_mvar,statcom_qg_a_mvar,statcom_qg_b_mvar,statcom_qg_c_mvar,statcom_at_qmax_anyphase,statcom_at_qmin_anyphase
sev_22p0kw,1xEV@813 pha size=22.0kW pf=0.95,813,400.0,true,LOCALLY_SOLVED,LOCALLY_SOLVED,1.0104498579598804,1.0104498571140432,0,0,0,0,0.02789236985391803,0.02789237012347073,117,117,8.807252195807003,5.867416860305204,2.9398353355018,-1.4545204109562745e-15,false,false
sev_22p0kw,1xEV@813 pha size=22.0kW pf=0.95,899,400.0,true,LOCALLY_SOLVED,LOCALLY_SOLVED,1.0104498579598804,1.0104498571140432,0,0,0,0,0.02789236985391803,0.02789237012347073,117,117,8.807252195807003,5.867416860305204,2.9398353355018,-1.4545204109562745e-15,false,false
sev_22p0kw,1xEV@813 pha size=22.0kW pf=0.95,755,400.0,true,LOCALLY_SOLVED,LOCALLY_SOLVED,1.0104498579598804,1.0104498571140432,0,0,0,0,0.02789236985391803,0.02789237012347073,117,117,8.807252195807003,5.867416860305204,2.9398353355018,-1.4545204109562745e-15,false,false
sev_22p0kw,1xEV@813 pha size=22.0kW pf=0.95,739,400.0,true,LOCALLY_SOLVED,LOCALLY_SOLVED,1.0104498579598804,1.0104498571140432,0,0,0,0,0.02789236985391803,0.02789237012347073,117,117,8.807252195807003,5.867416860305204,2.9398353355018,-1.4545204109562745e-15,false,false
sev_22p0kw,1xEV@813 pha size=22.0kW pf=0.95,886,400.0,true,LOCALLY_SOLVED,LOCALLY_SOLVED,1.0104498579598804,1.0104498571140432,0,0,0,0,0.02789236985391803,0.02789237012347073,117,117,8.807252195807003,5.867416860305204,2.9398353355018,-1.4545204109562745e-15,false,false
